link_id,assignment_period,weekday,FT,AT,length,lanes,period_link_volume,cd_mean_speed,congestion_duration_mean_flow_rate,demand,demand_over_capacity,t2,v_t2,qdf,free_flow_speed,critical_speed,cut_off_speed,ultimate_capacity,critical_density,flatness_of_curve,b_congestion_duration,period_mean_link_speed,period_mean_link_density,time_interval_in_min,tau_0,tau_3,road_order,max_speed,assignment_period_volume,cd_alpha,cd_beta,f_p,f_d,ss,nn,avg_demand,est_cd,est_vt2,est_mu,est_v_bar,error_cd,error_vt2,error_v_bar
78,0700_2100,0,78,0,1.04,4,17143.16667,28.0705054,1071.301197,4858.64881,3.062287839,17.5,13.95436508,0.284468951,69.625,55.89153571,48.7375,1586.607486,28.38725875,6.3096338,4.541666667,50.8962898,30.59278545,15,7,21,78,68.06666667,17143.16667,0.073537906,2.553553929,0.107215018,1.127300195,2.099496278,1.216269805,4858.64881,4.41408196,15.04430638,1109.058834,21.90455799,0.076663084,0.328004576,0.223456266
78,0700_2100,1,78,0,1.04,4,17048.9375,25.92483297,1035.516489,5094.197917,3.210748696,17.5,10.74340278,0.298262296,69.625,55.89153571,48.7375,1586.607486,28.38725875,6.3096338,4.90625,49.30457607,32.96920369,15,7,21,78,68.06666667,17048.9375,0.073537906,2.553553929,0.107215018,1.127300195,2.099496278,1.216269805,5094.197917,4.678549514,13.93304348,1099.516939,20.47813879,0.0786224,0.473085847,0.264390807
78,0700_2100,2,78,0,1.04,4,16833.73469,26.17774455,1042.802821,5426.392857,3.420123064,17.25,10.56156463,0.322260896,69.625,55.89153571,48.7375,1586.607486,28.38725875,6.3096338,5.183673469,48.49533437,33.4137716,15,7,21,78,68.06666667,16833.73469,0.073537906,2.553553929,0.107215018,1.127300195,2.099496278,1.216269805,5426.392857,5.054478547,12.55182358,1085.845306,18.70919249,0.075839009,0.350318506,0.328596792
78,0700_2100,3,78,0,1.04,4,16788.05729,25.85912513,1028.770333,5430.994792,3.423023551,17.25,11.584375,0.325266755,69.625,55.89153571,48.7375,1586.607486,28.38725875,6.3096338,5.28125,47.80648668,33.45283423,15,7,21,78,68.06666667,16788.05729,0.073537906,2.553553929,0.107215018,1.127300195,2.099496278,1.216269805,5430.994792,5.053215147,12.33590289,1082.961455,18.59944234,0.079404539,0.271830044,0.294062
78,0700_2100,4,78,0,1.04,4,17337.57143,31.11428359,1118.843517,6111.583333,3.851981909,16.75,18.06785714,0.353373185,69.625,55.89153571,48.7375,1586.607486,28.38725875,6.3096338,5.452380952,48.90513983,30.62863679,15,7,21,78,68.06666667,17337.57143,0.073537906,2.553553929,0.107215018,1.127300195,2.099496278,1.216269805,6111.583333,5.843849754,10.1989406,1057.314927,15.78251905,0.094243663,0.428507556,0.487745552
78,0700_2100,5,78,0,1.04,4,17593.57065,52.22936287,1314.884599,1950.016304,1.229047714,18.5,50.91539855,0.109840556,69.625,55.89153571,48.7375,1586.607486,28.38725875,6.3096338,0.989130435,61.20942945,21.35749011,15,7,21,78,68.06666667,17593.57065,0.073537906,2.553553929,0.107215018,1.127300195,2.099496278,1.216269805,2614.864583,1.538339804,38.95216748,1425.255952,41.80348737,inf,0.244624776,0.203114407
78,0700_2100,6,78,0,1.04,4,15705.43,57.78080694,1162.657667,1121.18,0.706652408,13.5,56.82883333,0.070539527,69.625,55.89153571,48.7375,1586.607486,28.38725875,6.3096338,0.185,63.63210819,18.15892972,15,7,21,78,68.06666667,15705.43,0.073537906,2.553553929,0.107215018,1.127300195,2.099496278,1.216269805,1165.1,0.75085617,45.70834513,1563.065187,47.05850865,inf,0.206648843,0.190098561
84,0700_2100,0,84,0,1.14,4,18623.54651,24.8491548,1115.043748,5045.697674,2.777664689,16.75,12.88449612,0.272092325,70,53.41220381,49,1816.525117,34.00955189,5.125766966,4.546511628,50.66631467,34.43959975,15,7,21,84,71.5,18623.54651,0.206168196,1.869736733,0.23183214,1.365322885,1.641946913,1.138731537,5045.697674,4.377211179,13.92942764,1156.637264,20.78539998,0.077859975,0.301963156,0.18690286
84,0700_2100,1,84,0,1.14,4,18210.27128,23.03732257,1057.168139,5280.930851,2.907160931,17.25,10.69734043,0.291255168,70,53.41220381,49,1816.525117,34.00955189,5.125766966,4.984042553,48.70277391,36.11675338,15,7,21,84,71.5,18210.27128,0.206168196,1.869736733,0.23183214,1.365322885,1.641946913,1.138731537,5280.930851,4.613654623,13.27520265,1150.679162,19.88631955,0.090268254,0.358147522,0.195077578
84,0700_2100,2,84,0,1.14,4,18056.87,23.21331782,1063.068966,5526.94,3.042589363,17.25,10.75233333,0.306003595,70,53.41220381,49,1816.525117,34.00955189,5.125766966,5.165,47.95266899,36.48559479,15,7,21,84,71.5,18056.87,0.206168196,1.869736733,0.23183214,1.365322885,1.641946913,1.138731537,5526.94,4.868266624,12.93084048,1146.231417,19.25757644,0.097310337,0.351415575,0.249715714
84,0700_2100,3,84,0,1.14,4,17801.85417,24.23872661,1070.642643,5518.677083,3.038040615,17.25,13.06215278,0.309267888,70,53.41220381,49,1816.525117,34.00955189,5.125766966,5.145833333,47.70378989,37.19334213,15,7,21,84,71.5,17801.85417,0.206168196,1.869736733,0.23183214,1.365322885,1.641946913,1.138731537,5711.690217,4.862581943,13.07285958,1150.397979,19.22793202,inf,0.193600954,0.214837474
84,0700_2100,4,84,0,1.14,4,19088.85366,24.98394215,1178.084084,6789.091463,3.737405775,16.25,13.53170732,0.357142622,70,53.41220381,49,1816.525117,34.00955189,5.125766966,5.756097561,46.78120624,37.81977521,15,7,21,84,71.5,19088.85366,0.206168196,1.869736733,0.23183214,1.365322885,1.641946913,1.138731537,6789.091463,6.141790845,9.295366416,1110.807918,14.82005429,0.087097042,0.32315481,0.396670443
84,0700_2100,5,84,0,1.14,4,18847.11413,52.58194314,1446.038407,1972.184783,1.085690896,16.25,50.29311594,0.103422325,70,53.41220381,49,1816.525117,34.00955189,5.125766966,0.831521739,63.40384983,22.66335794,15,7,21,84,71.5,18847.11413,0.206168196,1.869736733,0.23183214,1.365322885,1.641946913,1.138731537,2641.090909,1.541143555,35.07329641,1350.050954,39.59728473,inf,0.307505406,0.246821255
84,0700_2100,6,84,0,1.14,4,16655.975,60.78913889,1294.761667,1300.49,0.715921838,13.5,59.8685,0.077519619,70,53.41220381,49,1816.525117,34.00955189,5.125766966,0.135,66.74780959,18.49507867,15,7,21,84,71.5,16655.975,0.206168196,1.869736733,0.23183214,1.365322885,1.641946913,1.138731537,1437,0.942407741,40.38863376,1442.377275,43.90117625,inf,0.322028057,0.273352984
137,0700_2100,0,137,0,1.3,3,12814.06667,29.23990527,799.9617682,2911.888889,2.109091197,17.5,18.92740741,0.227603046,70,50.02697977,49,1380.636785,27.59784402,4.126701578,3.683333333,57.8500694,19.46904942,15,7,21,37,80.66666667,12814.06667,0.286216823,1.745793859,0.21004789,1.729028588,1.713096641,1.019086616,2911.888889,3.70111218,17.35349226,787.6985077,24.4740981,0.108426464,0.181922792,0.182689537
137,0700_2100,1,137,0,1.3,3,12526.13043,26.76117688,728.0759724,2892.246377,2.094864058,17.75,15.35603865,0.228903533,70,50.02697977,49,1380.636785,27.59784402,4.126701578,3.934782609,56.78103215,19.46751976,15,7,21,37,80.66666667,12526.13043,0.286216823,1.745793859,0.21004789,1.729028588,1.713096641,1.019086616,2892.246377,3.676421379,17.73956069,788.0201904,24.76348488,0.115739106,0.284343484,0.165792831
137,0700_2100,2,137,0,1.3,3,12420.13194,26.55144536,751.9765666,3191.743056,2.311790538,17.5,15.17430556,0.254253688,70,50.02697977,49,1380.636785,27.59784402,4.126701578,4.177083333,55.41758042,20.25364607,15,7,21,37,80.66666667,12420.13194,0.286216823,1.745793859,0.21004789,1.729028588,1.713096641,1.019086616,3191.743056,4.06597314,16.40884693,786.8138125,23.10993726,0.126708249,0.273274259,0.227606787
137,0700_2100,3,137,0,1.3,3,12404.05926,26.45786598,748.7426089,3216.059259,2.329402849,17.5,15.29209877,0.259211587,70,50.02697977,49,1380.636785,27.59784402,4.126701578,4.266666667,55.43260141,20.35442962,15,7,21,37,80.66666667,12404.05926,0.286216823,1.745793859,0.21004789,1.729028588,1.713096641,1.019086616,3216.059259,4.096189041,15.77964023,786.3872454,22.61248364,0.114002135,0.241262949,0.201580244
137,0700_2100,4,137,0,1.3,3,13220.93023,29.79778162,860.4344955,3678.271318,2.664184642,17,19.86718346,0.275671222,70,50.02697977,49,1380.636785,27.59784402,4.126701578,4.261627907,56.43736392,20.90255785,15,7,21,37,80.66666667,13220.93023,0.286216823,1.745793859,0.21004789,1.729028588,1.713096641,1.019086616,3678.271318,4.697981187,13.83182821,784.4909826,20.3037705,0.152009673,0.311952265,0.323655501
137,0700_2100,5,137,0,1.3,3,12937.12766,65.81843972,988.36974,991.2907801,0.717995342,18.25,64.96808511,0.077481856,70,50.02697977,49,1380.636785,27.59784402,4.126701578,0.085106383,69.97213289,13.67902735,15,7,21,37,80.66666667,12937.12766,0.286216823,1.745793859,0.21004789,1.729028588,1.713096641,1.019086616,1160.333333,1.234460926,37.65938799,804.2249847,42.12262178,inf,0.407739117,0.348715447
137,0700_2100,6,137,0,1.3,3,11766.77778,65.74807462,783.6766885,770.0457516,0.557746802,17.5,64.87741467,0.065433417,70,50.02697977,49,1380.636785,27.59784402,4.126701578,0.078431373,69.78363189,12.45485292,15,7,21,37,80.66666667,11766.77778,0.286216823,1.745793859,0.21004789,1.729028588,1.713096641,1.019086616,773.75,0.955033263,40.87815831,808.8321019,44.19625427,inf,0.37956331,0.327661973
139,0700_2100,0,139,0,1.11,5,17370.93023,32.9126496,1151.015033,3873.12093,2.266025482,15.75,23.80248062,0.221694363,70,51.56061721,49,1709.213317,33.14958994,4.534269446,3.38372093,54.8473954,27.14121081,15,7,21,139,83.1,17370.93023,0.283563327,1.208902623,0.352923691,1.430698478,1.144150941,1.056593653,4007.121951,3.407224404,21.19408044,1145.205833,28.46952428,inf,0.269163686,0.159119539
139,0700_2100,1,139,0,1.11,5,16920.56744,28.85104458,1079.079927,4636.274419,2.71251948,15.75,18.96534884,0.277145387,70,51.56061721,49,1709.213317,33.14958994,4.534269446,4.273255814,50.3906159,31.11254165,15,7,21,139,83.1,16920.56744,0.283563327,1.208902623,0.352923691,1.430698478,1.144150941,1.056593653,4816.336585,4.118637873,18.65729542,1134.691111,25.8260059,inf,0.254583369,0.13461825
139,0700_2100,2,139,0,1.11,5,17334.94884,26.70563138,1074.528468,5298.176744,3.09977502,17.25,15.28565891,0.302007125,70,51.56061721,49,1709.213317,33.14958994,4.534269446,4.86627907,49.15890175,32.01336277,15,7,21,139,83.1,17334.94884,0.283563327,1.208902623,0.352923691,1.430698478,1.144150941,1.056593653,5298.176744,4.744481098,17.01385154,1125.244653,24.071482,0.097212031,0.240061576,0.173204046
139,0700_2100,3,139,0,1.11,5,17225.18605,27.57568404,1083.84979,5515.572093,3.226965317,16.5,16.75821705,0.316542476,70,51.56061721,49,1709.213317,33.14958994,4.534269446,5.034883721,48.73456488,32.51526531,15,7,21,139,83.1,17225.18605,0.283563327,1.208902623,0.352923691,1.430698478,1.144150941,1.056593653,5617.285714,4.947657968,16.38824847,1122.231875,23.38234491,inf,0.187872826,0.182891706
139,0700_2100,4,139,0,1.11,5,17740.62791,29.91236556,1158.565558,6593.167442,3.857428079,15.75,19.74689923,0.368508683,70,51.56061721,49,1709.213317,33.14958994,4.534269446,5.622093023,48.94096969,32.15652076,15,7,21,139,83.1,17740.62791,0.283563327,1.208902623,0.352923691,1.430698478,1.144150941,1.056593653,6724.866667,5.979128485,14.45025621,1111.844471,21.09948422,inf,0.279885728,0.295528643
139,0700_2100,5,139,0,1.11,5,16589.35385,49.27409792,1296.842335,3005.876923,1.758631818,16.25,45.84307692,0.173869749,70,51.56061721,49,1709.213317,33.14958994,4.534269446,1.891025641,61.84769736,21.13195043,15,7,21,139,83.1,16589.35385,0.283563327,1.208902623,0.352923691,1.430698478,1.144150941,1.056593653,4055.12,2.638559267,27.48356723,1178.51084,33.50937955,inf,0.394621712,0.31306326
139,0700_2100,6,139,0,1.11,5,13762.02174,63.13234846,1043.568643,1134.913043,0.663997309,13.5,62.22307971,0.080946963,70,51.56061721,49,1709.213317,33.14958994,4.534269446,0.195652174,68.89934259,15.1841498,15,7,21,139,83.1,13762.02174,0.283563327,1.208902623,0.352923691,1.430698478,1.144150941,1.056593653,2409.24,0.936615912,37.60906263,1236.758183,41.97649609,inf,0.382526965,0.321833038
